ACCOUNT,ACCOUNT (L0),ACCOUNT (L1),ACCOUNT (L2),ACCOUNT (L3),ACCOUNT (L4),ACCOUNT (L5),ACCOUNT_CRD_INDICATOR,ACCOUNT_PK
OPS CIB TB C&T Recharges OUT,Total Cost,T&O Recharges,T&O Recharges,T&O Recharges,Ops Recharges,OPS CIB TB C&T Recharges OUT,FPNA,;L0Total Cost;L1T&O Recharges;L2T&O Recharges;L3T&O Recharges;L4Ops Recharges;L5OPS CIB TB C&T Recharges OUT;
Office Equipment Depn,Total Cost,Incurred Cost,Controllable Cost,Other Direct Costs,Equipment,Office Equipment Depn,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3Other Direct Costs;L4Equipment;L5Office Equipment Depn;
Office Equipment Other,Total Cost,Incurred Cost,Controllable Cost,Other Direct Costs,Equipment,Office Equipment Other,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3Other Direct Costs;L4Equipment;L5Office Equipment Other;
Operating Profit,Operating Profit,Operating Profit,Operating Profit,Operating Profit,OP,Operating Profit,CIB,;L0Operating Profit;L1Operating Profit;L2Operating Profit;L3Operating Profit;L4OP;L5Operating Profit;
Operating Profit,Operating Profit,Operating Profit,Operating Profit,Operating Profit,OP,Operating Profit,FPNA,;L0Operating Profit;L1Operating Profit;L2Operating Profit;L3Operating Profit;L4OP;L5Operating Profit;
Operating Profit,Operating Profit,Operating Profit,Operating Profit,Operating Profit,OP,Operating Profit,WRB,;L0Operating Profit;L1Operating Profit;L2Operating Profit;L3Operating Profit;L4OP;L5Operating Profit;
Operating Profit (0L),Operating Profit,Operating Profit,Operating Profit (0L),Operating Profit (0L),OP (0L),Operating Profit (0L),CIB,;L0Operating Profit;L1Operating Profit;L2Operating Profit (0L);L3Operating Profit (0L);L4OP (0L);L5Operating Profit (0L);
Operating Profit (0L),Operating Profit,Operating Profit,Operating Profit (0L),Operating Profit (0L),OP (0L),Operating Profit (0L),WRB,;L0Operating Profit;L1Operating Profit;L2Operating Profit (0L);L3Operating Profit (0L);L4OP (0L);L5Operating Profit (0L);
Operating Profit (ZM),Operating Profit,Operating Profit,Operating Profit (ZM),Operating Profit (ZM),OP (ZM),Operating Profit (ZM),CIB,;L0Operating Profit;L1Operating Profit;L2Operating Profit (ZM);L3Operating Profit (ZM);L4OP (ZM);L5Operating Profit (ZM);
Operating Profit (ZM),Operating Profit,Operating Profit,Operating Profit (ZM),Operating Profit (ZM),OP (ZM),Operating Profit (ZM),WRB,;L0Operating Profit;L1Operating Profit;L2Operating Profit (ZM);L3Operating Profit (ZM);L4OP (ZM);L5Operating Profit (ZM);
Operational Losses,Total Cost,Directly Controllable Costs,Non Staff Costs,Other Direct Costs,Fraud & Operational Losses,Operational Losses,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3Other Direct Costs;L4Fraud & Operational Losses;L5Operational Losses;
Operational Losses,Total Cost,Incurred Cost,Controllable Cost,Operational Losses,Operational Losses,Operational Losses,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3Operational Losses;L4Operational Losses;L5Operational Losses;
Operational RWA - BAU,Risk Weighted Assets,Operational RWA,Operational RWA,Operational RWA - BAU,Operational RWA - BAU,Operational RWA - BAU,CIB,;L0Risk Weighted Assets;L1Operational RWA;L2Operational RWA;L3Operational RWA - BAU;L4Operational RWA - BAU;L5Operational RWA - BAU;
Operational RWA - BAU,Risk Weighted Assets,Operational RWA,Operational RWA,Operational RWA - BAU,Operational RWA - BAU,Operational RWA - BAU,FPNA,;L0Risk Weighted Assets;L1Operational RWA;L2Operational RWA;L3Operational RWA - BAU;L4Operational RWA - BAU;L5Operational RWA - BAU;
Operational RWA Av,Risk Weighted Assets Av,Operational RWA Av,Operational RWA Av,Operational RWA Av,Operational RWA Av,Operational RWA Av,CIB,;L0Risk Weighted Assets Av;L1Operational RWA Av;L2Operational RWA Av;L3Operational RWA Av;L4Operational RWA Av;L5Operational RWA Av;
Operational RWA Av,Risk Weighted Assets Av,Operational RWA Av,Operational RWA Av,Operational RWA Av,Operational RWA Av,Operational RWA Av,FPNA,;L0Risk Weighted Assets Av;L1Operational RWA Av;L2Operational RWA Av;L3Operational RWA Av;L4Operational RWA Av;L5Operational RWA Av;
Operations,Total Cost,Service Charge,Operations,Operations,Operations,Operations,CIB,;L0Total Cost;L1Service Charge;L2Operations;L3Operations;L4Operations;L5Operations;
Opex (Gross),Total Cost,Incurred Cost,Investments,Investments,Opex (Gross),Opex (Gross),WRB,;L0Total Cost;L1Incurred Cost;L2Investments;L3Investments;L4Opex (Gross);L5Opex (Gross);
Opex (Recoveries),Total Cost,Incurred Cost,Other Recharges,Opex (Recoveries),Opex (Recoveries),Opex (Recoveries),WRB,;L0Total Cost;L1Incurred Cost;L2Other Recharges;L3Opex (Recoveries);L4Opex (Recoveries);L5Opex (Recoveries);
Opex BAU,Total Cost,Incurred Cost,Other Recharges,Opex BAU,Opex BAU,Opex BAU,WRB,;L0Total Cost;L1Incurred Cost;L2Other Recharges;L3Opex BAU;L4Opex BAU;L5Opex BAU;
Ops BAU,Total Cost,Service Charge,TTO,Ops BAU,Ops BAU,Ops BAU,WRB,;L0Total Cost;L1Service Charge;L2TTO;L3Ops BAU;L4Ops BAU;L5Ops BAU;
Ops Biz Recharges,Total Cost,Incurred Cost,TTO Recharges,Ops Recharges,Ops Biz Recharges,Ops Biz Recharges,WRB,;L0Total Cost;L1Incurred Cost;L2TTO Recharges;L3Ops Recharges;L4Ops Biz Recharges;L5Ops Biz Recharges;
Ops Biz Recharges,Total Cost,Incurred Cost,TTO Recharges,Ops Recharges Test,Ops Biz Recharges,Ops Biz Recharges,WRB,;L0Total Cost;L1Incurred Cost;L2TTO Recharges;L3Ops Recharges Test;L4Ops Biz Recharges;L5Ops Biz Recharges;
Ops CIB Recharges - Net,Total Cost,Incurred Cost,TTO Recharges,Ops Recharges,Ops CIB Recharges - Net,Ops CIB Recharges - Net,WRB,;L0Total Cost;L1Incurred Cost;L2TTO Recharges;L3Ops Recharges;L4Ops CIB Recharges - Net;L5Ops CIB Recharges - Net;
Ops CIB TB C&T Recharges IN,Total Cost,Incurred Cost,T&O Recharges,Ops Recharges,Ops Client Coverage,Ops CIB TB C&T Recharges IN,CIB,;L0Total Cost;L1Incurred Cost;L2T&O Recharges;L3Ops Recharges;L4Ops Client Coverage;L5Ops CIB TB C&T Recharges IN;
Ops CIB TB C&T Recharges IN,Total Cost,T&O Recharges,T&O Recharges,T&O Recharges,Ops Recharges,Ops CIB TB C&T Recharges IN,FPNA,;L0Total Cost;L1T&O Recharges;L2T&O Recharges;L3T&O Recharges;L4Ops Recharges;L5Ops CIB TB C&T Recharges IN;
Ops Client Coverage Recharges In,Total Cost,T&O Recharges,T&O Recharges,T&O Recharges,Ops Recharges,Ops Client Coverage Recharges In,FPNA,;L0Total Cost;L1T&O Recharges;L2T&O Recharges;L3T&O Recharges;L4Ops Recharges;L5Ops Client Coverage Recharges In;
Ops Client Coverage Recharges Out,Total Cost,T&O Recharges,T&O Recharges,T&O Recharges,Ops Recharges,Ops Client Coverage Recharges Out,FPNA,;L0Total Cost;L1T&O Recharges;L2T&O Recharges;L3T&O Recharges;L4Ops Recharges;L5Ops Client Coverage Recharges Out;
Ops Projects,Total Cost,Service Charge,TTO,Ops Projects,Ops Projects,Ops Projects,WRB,;L0Total Cost;L1Service Charge;L2TTO;L3Ops Projects;L4Ops Projects;L5Ops Projects;
Ops Rech Biz - In,Total Cost,Incurred Cost,T&O Recharges,Ops Recharges,Core Ops,Ops Rech Biz - In,CIB,;L0Total Cost;L1Incurred Cost;L2T&O Recharges;L3Ops Recharges;L4Core Ops;L5Ops Rech Biz - In;
Ops Rech Biz - In,Total Cost,T&O Recharges,T&O Recharges,T&O Recharges,Ops Recharges,Ops Rech Biz - In,FPNA,;L0Total Cost;L1T&O Recharges;L2T&O Recharges;L3T&O Recharges;L4Ops Recharges;L5Ops Rech Biz - In;
Ops Rech Biz - Out,Total Cost,T&O Recharges,T&O Recharges,T&O Recharges,Ops Recharges,Ops Rech Biz - Out,FPNA,;L0Total Cost;L1T&O Recharges;L2T&O Recharges;L3T&O Recharges;L4Ops Recharges;L5Ops Rech Biz - Out;
Ops WRB Rech Assurance - In,Total Cost,T&O Recharges,T&O Recharges,T&O Recharges,Ops Recharges,Ops WRB Rech Assurance - In,FPNA,;L0Total Cost;L1T&O Recharges;L2T&O Recharges;L3T&O Recharges;L4Ops Recharges;L5Ops WRB Rech Assurance - In;
Ops WRB Rech Assurance - Out,Total Cost,T&O Recharges,T&O Recharges,T&O Recharges,Ops Recharges,Ops WRB Rech Assurance - Out,FPNA,;L0Total Cost;L1T&O Recharges;L2T&O Recharges;L3T&O Recharges;L4Ops Recharges;L5Ops WRB Rech Assurance - Out;
Ops WRB Rech CDD - In,Total Cost,T&O Recharges,T&O Recharges,T&O Recharges,Ops Recharges,Ops WRB Rech CDD - In,FPNA,;L0Total Cost;L1T&O Recharges;L2T&O Recharges;L3T&O Recharges;L4Ops Recharges;L5Ops WRB Rech CDD - In;
Ops WRB Rech CDD - Out,Total Cost,T&O Recharges,T&O Recharges,T&O Recharges,Ops Recharges,Ops WRB Rech CDD - Out,FPNA,;L0Total Cost;L1T&O Recharges;L2T&O Recharges;L3T&O Recharges;L4Ops Recharges;L5Ops WRB Rech CDD - Out;
Ops WRB Rech COB - In,Total Cost,T&O Recharges,T&O Recharges,T&O Recharges,Ops Recharges,Ops WRB Rech COB - In,FPNA,;L0Total Cost;L1T&O Recharges;L2T&O Recharges;L3T&O Recharges;L4Ops Recharges;L5Ops WRB Rech COB - In;
Ops WRB Rech COB - Out,Total Cost,T&O Recharges,T&O Recharges,T&O Recharges,Ops Recharges,Ops WRB Rech COB - Out,FPNA,;L0Total Cost;L1T&O Recharges;L2T&O Recharges;L3T&O Recharges;L4Ops Recharges;L5Ops WRB Rech COB - Out;
Ops WRB Rech Others - In,Total Cost,T&O Recharges,T&O Recharges,T&O Recharges,Ops Recharges,Ops WRB Rech Others - In,FPNA,;L0Total Cost;L1T&O Recharges;L2T&O Recharges;L3T&O Recharges;L4Ops Recharges;L5Ops WRB Rech Others - In;
Ops WRB Rech Others - Out,Total Cost,T&O Recharges,T&O Recharges,T&O Recharges,Ops Recharges,Ops WRB Rech Others - Out,FPNA,;L0Total Cost;L1T&O Recharges;L2T&O Recharges;L3T&O Recharges;L4Ops Recharges;L5Ops WRB Rech Others - Out;
Ops WRB Rech Risk - In,Total Cost,T&O Recharges,T&O Recharges,T&O Recharges,Ops Recharges,Ops WRB Rech Risk - In,FPNA,;L0Total Cost;L1T&O Recharges;L2T&O Recharges;L3T&O Recharges;L4Ops Recharges;L5Ops WRB Rech Risk - In;
Ops WRB Rech Risk - Out,Total Cost,T&O Recharges,T&O Recharges,T&O Recharges,Ops Recharges,Ops WRB Rech Risk - Out,FPNA,;L0Total Cost;L1T&O Recharges;L2T&O Recharges;L3T&O Recharges;L4Ops Recharges;L5Ops WRB Rech Risk - Out;
Ops WRB Rech SnT - In,Total Cost,T&O Recharges,T&O Recharges,T&O Recharges,Ops Recharges,Ops WRB Rech SnT - In,FPNA,;L0Total Cost;L1T&O Recharges;L2T&O Recharges;L3T&O Recharges;L4Ops Recharges;L5Ops WRB Rech SnT - In;
Ops WRB Rech SnT - Out,Total Cost,T&O Recharges,T&O Recharges,T&O Recharges,Ops Recharges,Ops WRB Rech SnT - Out,FPNA,;L0Total Cost;L1T&O Recharges;L2T&O Recharges;L3T&O Recharges;L4Ops Recharges;L5Ops WRB Rech SnT - Out;
Ops WRB Rech WM - In,Total Cost,T&O Recharges,T&O Recharges,T&O Recharges,Ops Recharges,Ops WRB Rech WM - In,FPNA,;L0Total Cost;L1T&O Recharges;L2T&O Recharges;L3T&O Recharges;L4Ops Recharges;L5Ops WRB Rech WM - In;
Ops WRB Rech WM - Out,Total Cost,T&O Recharges,T&O Recharges,T&O Recharges,Ops Recharges,Ops WRB Rech WM - Out,FPNA,;L0Total Cost;L1T&O Recharges;L2T&O Recharges;L3T&O Recharges;L4Ops Recharges;L5Ops WRB Rech WM - Out;
Ops WRB Recharges - Net,Total Cost,Incurred Cost,TTO Recharges,Ops Recharges,Ops WRB Recharges - Net,Ops WRB Recharges - Net,WRB,;L0Total Cost;L1Incurred Cost;L2TTO Recharges;L3Ops Recharges;L4Ops WRB Recharges - Net;L5Ops WRB Recharges - Net;
Oth Ext Agency Fee GMP,Total Cost,Directly Controllable Costs,Non Staff Costs,Premises & Equipment,Premises,Oth Ext Agency Fee GMP,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3Premises & Equipment;L4Premises;L5Oth Ext Agency Fee GMP;
Other Commission/Incentives,Total Cost,Incurred Cost,Controllable Cost,Staff Costs exc Bonus,Commission,Other Commission/Incentives,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3Staff Costs exc Bonus;L4Commission;L5Other Commission/Incentives;
Other Commission/Incentives,Total Cost,Incurred Cost,Direct Manageable Costs,Commission,Other Commission/Incentives,Other Commission/Incentives,WRB,;L0Total Cost;L1Incurred Cost;L2Direct Manageable Costs;L3Commission;L4Other Commission/Incentives;L5Other Commission/Incentives;
Other Computer Costs,Total Cost,Incurred Cost,Controllable Cost,Other Direct Costs,Equipment,Other Computer Costs,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3Other Direct Costs;L4Equipment;L5Other Computer Costs;
Other Computer Costs,Total Cost,Incurred Cost,Controllable Cost,Other Direct Costs,Other Computer Costs,Other Computer Costs,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3Other Direct Costs;L4Other Computer Costs;L5Other Computer Costs;
Other Credit Risk Provisions,Impairments,Credit Impairments,Other Credit Risk Provisions,Other Credit Risk Provisions,Other Credit Risk Provisions,Other Credit Risk Provisions,FPNA,;L0Impairments;L1Credit Impairments;L2Other Credit Risk Provisions;L3Other Credit Risk Provisions;L4Other Credit Risk Provisions;L5Other Credit Risk Provisions;
Other Credit Risk Provisions,Impairments,Impairments,Credit Impairments,Other Credit Risk Provisions,Other Credit Risk Provisions,Other Credit Risk Provisions,CIB,;L0Impairments;L1Impairments;L2Credit Impairments;L3Other Credit Risk Provisions;L4Other Credit Risk Provisions;L5Other Credit Risk Provisions;
Other Equipment Depn,Total Cost,Incurred Cost,Controllable Cost,Other Direct Costs,Equipment,Other Equipment Depn,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3Other Direct Costs;L4Equipment;L5Other Equipment Depn;
Other Equipment Other,Total Cost,Incurred Cost,Controllable Cost,Other Direct Costs,Equipment,Other Equipment Other,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3Other Direct Costs;L4Equipment;L5Other Equipment Other;
Other External Agency Fees,Total Cost,Directly Controllable Costs,Non Staff Costs,Other External Agency Fees,Other External Agency Fees,Other External Agency Fees,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3Other External Agency Fees;L4Other External Agency Fees;L5Other External Agency Fees;
Other External Agency Fees GMP,Total Cost,Incurred Cost,Controllable Cost,Premises,Other External Agency Fees GMP,Other External Agency Fees GMP,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3Premises;L4Other External Agency Fees GMP;L5Other External Agency Fees GMP;
Other GSF,Total Cost,Service Charge,Other GSF,Other GSF,Other GSF,Other GSF,FPNA,;L0Total Cost;L1Service Charge;L2Other GSF;L3Other GSF;L4Other GSF;L5Other GSF;
Other Impairment,Impairments,Other Impairment,Other Impairment,Other Impairment,Other Impairment,Other Impairment,WRB,;L0Impairments;L1Other Impairment;L2Other Impairment;L3Other Impairment;L4Other Impairment;L5Other Impairment;
Other Impairments,Impairments,Impairments,Other Impairments,Other Impairments,Other Impairments,Other Impairments,CIB,;L0Impairments;L1Impairments;L2Other Impairments;L3Other Impairments;L4Other Impairments;L5Other Impairments;
Other Impairments,Impairments,Other Impairments,Other Impairments,Other Impairments,Other Impairments,Other Impairments,FPNA,;L0Impairments;L1Other Impairments;L2Other Impairments;L3Other Impairments;L4Other Impairments;L5Other Impairments;
Other NGA,Non-Group Assets,Funded Assets,Other NGA,Other NGA,Other NGA,Other NGA,CIB,;L0Non-Group Assets;L1Funded Assets;L2Other NGA;L3Other NGA;L4Other NGA;L5Other NGA;
Other NGA,Non-Group Assets,Un-Funded Assets,Other NGA,Other NGA,Other NGA,Other NGA,CIB,;L0Non-Group Assets;L1Un-Funded Assets;L2Other NGA;L3Other NGA;L4Other NGA;L5Other NGA;
Other NGL,Non-Group Liabilities,Funded Liabilities,Other NGL,Other NGL,Other NGL,Other NGL,CIB,;L0Non-Group Liabilities;L1Funded Liabilities;L2Other NGL;L3Other NGL;L4Other NGL;L5Other NGL;
Other NGL,Non-Group Liabilities,Un-Funded Liabilities,Other NGL,Other NGL,Other NGL,Other NGL,CIB,;L0Non-Group Liabilities;L1Un-Funded Liabilities;L2Other NGL;L3Other NGL;L4Other NGL;L5Other NGL;
Other Non Group Liabilities,Non-Group Liabilities,Funded Liabilities,Non-Grp Liabs Other,Other Non Group Liabilities,Other Non Group Liabilities,Other Non Group Liabilities,FPNA,;L0Non-Group Liabilities;L1Funded Liabilities;L2Non-Grp Liabs Other;L3Other Non Group Liabilities;L4Other Non Group Liabilities;L5Other Non Group Liabilities;
Other Non Group Liabilities,Non-Group Liabilities,Un-Funded Liabilities,Non-Grp Liabs Other,Other Non Group Liabilities,Other Non Group Liabilities,Other Non Group Liabilities,FPNA,;L0Non-Group Liabilities;L1Un-Funded Liabilities;L2Non-Grp Liabs Other;L3Other Non Group Liabilities;L4Other Non Group Liabilities;L5Other Non Group Liabilities;
Other Non Int Income,Income,Non Interest Income,Other Non Int Income,Other Non Int Income,Other Non Int Income,Other Non Int Income,FPNA,;L0Income;L1Non Interest Income;L2Other Non Int Income;L3Other Non Int Income;L4Other Non Int Income;L5Other Non Int Income;
Other Non Int Income,Income,Non Interest Income,Other Non Int Income,Other Non Int Income,Other Non Int Income,Other Non Int Income,WRB,;L0Income;L1Non Interest Income;L2Other Non Int Income;L3Other Non Int Income;L4Other Non Int Income;L5Other Non Int Income;
Other Non-Grp Assets,Non-Group Assets,Funded Assets,Non-Grp Assets Other,Other Non-Grp Assets,Other Non-Grp Assets,Other Non-Grp Assets,FPNA,;L0Non-Group Assets;L1Funded Assets;L2Non-Grp Assets Other;L3Other Non-Grp Assets;L4Other Non-Grp Assets;L5Other Non-Grp Assets;
Other Non-Grp Assets,Non-Group Assets,Un-Funded Assets,Non-Grp Assets Other,Other Non-Grp Assets,Other Non-Grp Assets,Other Non-Grp Assets,FPNA,;L0Non-Group Assets;L1Un-Funded Assets;L2Non-Grp Assets Other;L3Other Non-Grp Assets;L4Other Non-Grp Assets;L5Other Non-Grp Assets;
Other Professional Services,Total Cost,Directly Controllable Costs,Non Staff Costs,Legal & Professional Fees,Legal & Professional Fees,Other Professional Services,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3Legal & Professional Fees;L4Legal & Professional Fees;L5Other Professional Services;
Other Professional Services,Total Cost,Incurred Cost,Controllable Cost,Legal & Professional Fees,Other Professional Services,Other Professional Services,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3Legal & Professional Fees;L4Other Professional Services;L5Other Professional Services;
Other Professional Services,Total Cost,Incurred Cost,Direct Manageable Costs,Legal & Professional Fees,Other Professional Services,Other Professional Services,WRB,;L0Total Cost;L1Incurred Cost;L2Direct Manageable Costs;L3Legal & Professional Fees;L4Other Professional Services;L5Other Professional Services;
Other Recharges,Total Cost,Incurred Cost,Controllable Cost,Other Recharges,Other Recharges,Other Recharges,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3Other Recharges;L4Other Recharges;L5Other Recharges;
Other Staff,Total Cost,Directly Controllable Costs,Staff Costs exc Bonus,Other Staff Costs,Other Staff Costs,Other Staff,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Staff Costs exc Bonus;L3Other Staff Costs;L4Other Staff Costs;L5Other Staff;
Other Staff,Total Cost,Incurred Cost,Controllable Cost,Staff Costs exc Bonus,Other Staff,Other Staff,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3Staff Costs exc Bonus;L4Other Staff;L5Other Staff;
Other Staff,Total Cost,Incurred Cost,Direct Manageable Costs,Staff ex Bonus & Comm,Other Staff,Other Staff,WRB,;L0Total Cost;L1Incurred Cost;L2Direct Manageable Costs;L3Staff ex Bonus & Comm;L4Other Staff;L5Other Staff;
Other Staff Benefits,Total Cost,Incurred Cost,Direct Manageable Costs,Staff ex Bonus & Comm,Other Staff Benefits,Other Staff Benefits,WRB,;L0Total Cost;L1Incurred Cost;L2Direct Manageable Costs;L3Staff ex Bonus & Comm;L4Other Staff Benefits;L5Other Staff Benefits;
Other Transfers,Total Cost,Directly Controllable Costs,Non Staff Costs,Others,Other Recharges,Other Transfers,FPNA,;L0Total Cost;L1Directly Controllable Costs;L2Non Staff Costs;L3Others;L4Other Recharges;L5Other Transfers;
Other Transfers - Net,Total Cost,Incurred Cost,Controllable Cost,Other Recharges,Other Transfers - Net,Other Transfers - Net,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3Other Recharges;L4Other Transfers - Net;L5Other Transfers - Net;
Other Transfers - Net,Total Cost,Incurred Cost,Other Recharges,Other Transfers - Net,Other Transfers - Net,Other Transfers - Net,WRB,;L0Total Cost;L1Incurred Cost;L2Other Recharges;L3Other Transfers - Net;L4Other Transfers - Net;L5Other Transfers - Net;
Others,Total Cost,Service Charge,Others,Others,Others,Others,CIB,;L0Total Cost;L1Service Charge;L2Others;L3Others;L4Others;L5Others;
Others,Total Cost,Service Charge,Others,Others,Others,Others,FPNA,;L0Total Cost;L1Service Charge;L2Others;L3Others;L4Others;L5Others;
Outsourcing Fees,Total Cost,Incurred Cost,Controllable Cost,Outsourcing Fees,Outsourcing Fees,Outsourcing Fees,CIB,;L0Total Cost;L1Incurred Cost;L2Controllable Cost;L3Outsourcing Fees;L4Outsourcing Fees;L5Outsourcing Fees;
PB CA Employee Banking,Total Cost,Intra WRB,Personal Banking,Personal Banking Segment Managed,PB Client Acquiring,PB CA Employee Banking,WRB,;L0Total Cost;L1Intra WRB;L2Personal Banking;L3Personal Banking Segment Managed;L4PB Client Acquiring;L5PB CA Employee Banking;
PB CA Employee Banking,Total Cost,Service Charge,Personal Banking,Personal Banking Segment Managed,PB Client Acquiring,PB CA Employee Banking,WRB,;L0Total Cost;L1Service Charge;L2Personal Banking;L3Personal Banking Segment Managed;L4PB Client Acquiring;L5PB CA Employee Banking;
