PRODUCT (L0),PRODUCT (L1),PRODUCT (L2),PRODUCT (L3),PRODUCT (L4),PRODUCT_CRD_INDICATOR,PRODUCT_PK
Banking,Banking Others,Banking Input,Banking Input,Banking Input,FPNA,;L0Banking;L1Banking Others;L2Banking Input;L3Banking Input;L4Banking Input;
Transaction services,Trade & Working Capital,Trade Lending,Trade Linked Loans,Trade Linked Loans,CIB,;L0Transaction services;L1Trade & Working Capital;L2Trade Lending;L3Trade Linked Loans;L4Trade Linked Loans;
Transaction services,Trade & Working Capital,Trade Other,Trade Other,Interbank Indemnity/IntraGroup Guarantee,CIB,;L0Transaction services;L1Trade & Working Capital;L2Trade Other;L3Trade Other;L4Interbank Indemnity/IntraGroup Guarantee;
Transaction services,Trade & Working Capital,Trade Other,Trade Other,Trade Loans Non Performing,CIB,;L0Transaction services;L1Trade & Working Capital;L2Trade Other;L3Trade Other;L4Trade Loans Non Performing;
Transaction services,Trade & Working Capital,Trade Other,Trade Other,Trade Other Input,CIB,;L0Transaction services;L1Trade & Working Capital;L2Trade Other;L3Trade Other;L4Trade Other Input;
Transaction services,Trade & Working Capital,Trade Other,Trade Other,Trade Other Products,CIB,;L0Transaction services;L1Trade & Working Capital;L2Trade Other;L3Trade Other;L4Trade Other Products;
Transaction services,Trade & Working Capital,Trade Other,Trade Other,Transactional Commodities Finance,CIB,;L0Transaction services;L1Trade & Working Capital;L2Trade Other;L3Trade Other;L4Transactional Commodities Finance;
Treasury,Treasury Capital,Treasury Capital,Treasury Capital,Treasury Capital,FPNA,;L0Treasury;L1Treasury Capital;L2Treasury Capital;L3Treasury Capital;L4Treasury Capital;
Treasury,Treasury IRRBB,Treasury IRRBB,Treasury IRRBB,Treasury IRRBB,FPNA,;L0Treasury;L1Treasury IRRBB;L2Treasury IRRBB;L3Treasury IRRBB;L4Treasury IRRBB;
Treasury,Treasury Markets,Treasury Markets,CD/CP,CD/CP,FPNA,;L0Treasury;L1Treasury Markets;L2Treasury Markets;L3CD/CP;L4CD/CP;
Treasury,Treasury Markets,Treasury Markets,Covered Bonds,Covered Bonds,FPNA,;L0Treasury;L1Treasury Markets;L2Treasury Markets;L3Covered Bonds;L4Covered Bonds;
Treasury,Treasury Markets,Treasury Markets,Medium Term Notes,Medium Term Notes,FPNA,;L0Treasury;L1Treasury Markets;L2Treasury Markets;L3Medium Term Notes;L4Medium Term Notes;
Treasury,Treasury Markets,Treasury Markets,Securities,Securities,FPNA,;L0Treasury;L1Treasury Markets;L2Treasury Markets;L3Securities;L4Securities;
Treasury,Treasury Markets,Treasury Markets,Time Deposit,Time Deposit,FPNA,;L0Treasury;L1Treasury Markets;L2Treasury Markets;L3Time Deposit;L4Time Deposit;
Treasury,Treasury Markets,Treasury Markets,Treasury Mkts - Inp,Treasury Mkts - Inp,FPNA,;L0Treasury;L1Treasury Markets;L2Treasury Markets;L3Treasury Mkts - Inp;L4Treasury Mkts - Inp;
Un-Mapped,Un-Mapped,Un-Mapped,Un-Mapped,Un-Mapped,FPNA,;L0Un-Mapped;L1Un-Mapped;L2Un-Mapped;L3Un-Mapped;L4Un-Mapped;
Un-mapped,Un-mapped,Un-mapped,Un-mapped,Un-mapped,CIB,;L0Un-mapped;L1Un-mapped;L2Un-mapped;L3Un-mapped;L4Un-mapped;
Un-mapped,Un-mapped,Un-mapped,Un-mapped,Un-mapped,FPNA,;L0Un-mapped;L1Un-mapped;L2Un-mapped;L3Un-mapped;L4Un-mapped;
Un-mapped,Un-mapped,Un-mapped,Un-mapped,Un-mapped,WRB,;L0Un-mapped;L1Un-mapped;L2Un-mapped;L3Un-mapped;L4Un-mapped;
Wealth Solutions,Bancassurance,Bancassurance,Bancassurance,Bancassurance,FPNA,;L0Wealth Solutions;L1Bancassurance;L2Bancassurance;L3Bancassurance;L4Bancassurance;
Wealth Solutions,Capital Market Products,Capital Market Other,Capital Market Other,Capital Market Other,FPNA,;L0Wealth Solutions;L1Capital Market Products;L2Capital Market Other;L3Capital Market Other;L4Capital Market Other;
Wealth Solutions,Capital Market Products,Capital Market Products - Inp,Capital Market Products - Inp,Capital Market Products - Inp,FPNA,;L0Wealth Solutions;L1Capital Market Products;L2Capital Market Products - Inp;L3Capital Market Products - Inp;L4Capital Market Products - Inp;
Wealth Solutions,Capital Market Products,Cash Equities WM,Cash Equities WM,Cash Equities WM,FPNA,;L0Wealth Solutions;L1Capital Market Products;L2Cash Equities WM;L3Cash Equities WM;L4Cash Equities WM;
Wealth Solutions,Capital Market Products,Fixed Income inc Islamic,Fixed Income inc Islamic,Fixed Income inc Islamic,FPNA,;L0Wealth Solutions;L1Capital Market Products;L2Fixed Income inc Islamic;L3Fixed Income inc Islamic;L4Fixed Income inc Islamic;
Wealth Solutions,Capital Market Products,Premium Currency Investments,Premium Currency Investments,Premium Currency Investments,FPNA,;L0Wealth Solutions;L1Capital Market Products;L2Premium Currency Investments;L3Premium Currency Investments;L4Premium Currency Investments;
Wealth Solutions,Capital Market Products,Structured Deposits inc Islamic,Structured Deposits inc Islamic,Structured Deposits inc Islamic,FPNA,;L0Wealth Solutions;L1Capital Market Products;L2Structured Deposits inc Islamic;L3Structured Deposits inc Islamic;L4Structured Deposits inc Islamic;
Wealth Solutions,Capital Market Products,Structured Note inc Islamic,Structured Note inc Islamic,Structured Note inc Islamic,FPNA,;L0Wealth Solutions;L1Capital Market Products;L2Structured Note inc Islamic;L3Structured Note inc Islamic;L4Structured Note inc Islamic;
Wealth Solutions,Capital Market Products,Total FX inc Islamic,Total FX inc Islamic,Total FX inc Islamic,FPNA,;L0Wealth Solutions;L1Capital Market Products;L2Total FX inc Islamic;L3Total FX inc Islamic;L4Total FX inc Islamic;
Wealth Solutions,Managed Investments,In-House Funds & Discret & Islamic,In-House Funds & Discret & Islamic,In-House Funds & Discret & Islamic,FPNA,;L0Wealth Solutions;L1Managed Investments;L2In-House Funds & Discret & Islamic;L3In-House Funds & Discret & Islamic;L4In-House Funds & Discret & Islamic;
Wealth Solutions,Managed Investments,Managed Investments - Inp,Managed Investments - Inp,Managed Investments - Inp,FPNA,;L0Wealth Solutions;L1Managed Investments;L2Managed Investments - Inp;L3Managed Investments - Inp;L4Managed Investments - Inp;
Wealth Solutions,Managed Investments,Other Managed Investments,Other Managed Investments,Other Managed Investments,FPNA,;L0Wealth Solutions;L1Managed Investments;L2Other Managed Investments;L3Other Managed Investments;L4Other Managed Investments;
Wealth Solutions,Managed Investments,Third Party Funds,Third Party Funds,Third Party Funds,FPNA,;L0Wealth Solutions;L1Managed Investments;L2Third Party Funds;L3Third Party Funds;L4Third Party Funds;
Wealth Solutions,Managed Investments,Trust & Fiduciary Services,Trust & Fiduciary Services,Trust & Fiduciary Services,FPNA,;L0Wealth Solutions;L1Managed Investments;L2Trust & Fiduciary Services;L3Trust & Fiduciary Services;L4Trust & Fiduciary Services;
Wealth Solutions,Other Wealth Mgt,Other Wealth Mgt,Other Wealth Mgt,Other Wealth Mgt,FPNA,;L0Wealth Solutions;L1Other Wealth Mgt;L2Other Wealth Mgt;L3Other Wealth Mgt;L4Other Wealth Mgt;
Wealth Solutions,Other Wealth Mgt,Wealth Products - Inp,Wealth Products - Inp,Wealth Products - Inp,FPNA,;L0Wealth Solutions;L1Other Wealth Mgt;L2Wealth Products - Inp;L3Wealth Products - Inp;L4Wealth Products - Inp;
Wealth Solutions,Secured Lending WM,Secured Lending WM,Secured Lending WM,Secured Lending WM,FPNA,;L0Wealth Solutions;L1Secured Lending WM;L2Secured Lending WM;L3Secured Lending WM;L4Secured Lending WM;
